input,target
116.24,19.48730958234091
93.88,7.083895501295799
94.72,32.47337636106977
89.27,49.88219860936084
108.65,48.74489425459183
76.98,51.01816147670796
117.45,-9.657812007916949
92.39,-10.022615619309324
103.19,34.82340949728493
97.51,17.78977005355832
114.62,51.05467751765675
79.4,-1.9178524968244617
96.78,39.15676108529675
96.16,49.77950346975499
111.34,-10.890884640633965
89.0,46.12211687727982
98.28,-3.0827343711573283
91.22,16.126191438386613
100.42,17.072511355528377
105.83,-6.980460351495788
88.99,45.2452038770457
111.45,-9.880705300299995
109.02,42.31371967370682
105.02,-10.852381301231947
109.01,44.713421248814
93.16,-8.730733837739168
98.77,-9.890157645021338
90.64,32.90924401993327
97.32,21.824157282512317
105.3,-10.711079170420037
93.08,-7.866402187523808
96.03,49.260858408255146
93.13,-7.333490565379243
91.55,6.303720293310979
93.29,-4.386441373857915
99.87,2.966695328617027
88.83,43.42142979548781
102.34,49.808531156175185
116.6,8.065047198577437
107.42,38.058554856303914
98.08,-0.18914653162051764
91.12,18.76871549733402
92.53,-9.611130423127308
116.92,0.9764046063738407
100.51,20.470616936520315
93.63,3.7735886918712134
101.91,49.4009376248131
121.0,50.593864354069176
101.2,40.67699599492025
106.17,2.6541654929102387
103.0,39.71115325899164
96.48,45.37810852185504
88.57,36.75741940268888
96.51,44.13533226011499
97.91,6.238543489998348
105.87,-3.084966139737266
108.39,49.68961055595844
109.31,38.104653081836005
102.86,42.524471413287735
108.85,46.97082666624282
92.46,-10.174816028127267
112.53,4.28969908277465
105.13,-10.65426086417697
97.02,29.221418134907566
104.89,-8.255630344910571
99.24,-9.733611455084157
111.32,-10.58176806109525
115.2,44.71676527075897
121.86,39.76094622302466
86.04,-10.840940534605519
85.56,-2.1980817913134603
94.96,39.65223872275311
101.6,47.970472917691005
108.76,49.68988530827936
103.16,33.80743642555838
79.78,-9.028230887828851
96.94,31.739206189662855
108.28,51.34219398344914
102.3,48.422656349988216
107.62,41.863290885849956
97.78,9.416547287198723
97.99,2.542606054479782
101.87,51.15453252747078
104.1,6.4863866676802155
101.98,50.64418574709726
101.19,39.52680588810278
93.29,-5.086441373857915
103.78,18.119307069090084
101.22,39.94167732740501
111.29,-11.290721307590026
111.99,-3.322576960226294
101.85,50.18849302064228
96.25,47.815320894505035
93.61,0.4399033948483706
104.23,3.9449647235975593
100.77,26.761340352401124
96.56,43.133981193090335
100.44,17.59939473720449
93.8,8.644563909680704
106.98,25.17526049855565
95.53,49.74882861228328
112.25,-2.490336655350153
104.03,9.178676361915198
105.94,-3.5734548654040137
89.05,48.07702942095258
101.69,48.730729278104064
107.41,36.48697497820043
90.46,37.25546854087946
97.34,21.435242260371556
100.33,15.071744971122712
86.27,-10.29657778742535
103.15,36.97248952781024
108.46,49.634136754060165
91.4,11.30707905667511
103.51,22.416198817038268
86.88,-7.5654744204419035
99.61,-4.593667340685941
83.84,45.89105115550148
111.21,-7.274710667713756
104.09,7.664573047263922
99.75,-0.02093441364893356
92.25,-7.10168541147215
112.74,10.321730861092252
119.67,28.236319490223394
81.42,13.497521034552907
112.36,-1.575695722744708
116.28,19.247661739071948
103.38,27.846262876373967
88.01,20.864398022819877
108.63,48.12879293948904
98.19,-2.412695628864825
93.96,11.693372738716935
87.7,11.95370987321795
105.51,-10.772131935267764
107.93,48.86767775820221
93.76,6.045699060784921
105.21,-9.473036217231003
88.56,37.89576297735154
108.02,47.83135659502958
100.47,16.19172171264306
98.13,-1.4999159935037465
98.98,-9.264002601854326
108.69,48.04184245576329
107.5,40.13659145055919
105.29,-11.076824165063833
101.38,43.284618452220506
100.78,25.697302249674696
106.18,3.098958373215817
102.32,49.736548864346936
106.83,21.37339798728312
96.9,34.52719359004156
75.65,28.398302147783113
110.39,7.06753389878738
121.87,39.24946082392284
104.41,-2.018109246644878
99.0,-11.555808442683789
98.64,-8.22006235884433
98.81,-10.196749047113357
100.17,8.99809753787502
88.78,42.0241157523047
94.83,37.2713357172116
90.03,46.25470319241755
102.49,48.74010547440188
97.03,29.806443289668078
104.95,-9.607022738417893
98.25,-2.1466852012361533
109.86,23.98569838404125
102.14,49.37770412671473
121.91,38.36525416607864
81.04,0.7110876290039725
93.53,0.669730800161005
109.01,42.833421248814005
125.28,7.462029801610011
97.51,15.81977005355832
100.44,17.05939473720449
97.74,10.943633675443492
113.31,27.337485293021512
97.13,29.402452756703482
106.8,20.778432629755734
96.8,36.6730986406385
87.27,0.2077494706774945
103.14,36.55602039379507
105.03,-9.768451010051336
112.93,14.760051460265563
98.9,-11.784807704263319
93.83,7.515172965760942
105.63,-11.038458512473579
102.41,48.6025159232858
102.81,42.18501644759932
99.27,-8.357742060837547
111.6,-10.897740548795408
103.69,19.138032813226978
119.05,11.451660609513612
111.11,-8.942086696746433
106.59,13.540523344190579
83.73,45.18433964629204
106.02,-1.6646819515740707
104.2,5.0585874368108765
108.11,50.214411177875995
110.44,4.900693664427722
95.99,50.37295664678573
108.24,50.50016564624419
94.38,24.000982068425817
119.55,25.29440443013201
86.68,-8.79935152444839
82.39,40.24832022424449
83.49,48.641724595232716
91.09,19.293680540690847
88.81,45.33132994460322
119.56,27.364772390189785
96.74,37.05293989420548
86.57,-9.577754622464031
111.14,-7.619687841852069
94.13,17.166021574985816
87.63,10.12422712044369
108.76,47.449885308279356
106.23,2.9995332567656763
95.65,49.577653173472505
114.08,45.50534702586254
101.29,40.72076244346102
116.17,21.970645259625872
105.03,-8.788451010051336
115.59,39.662150460775386
101.09,34.996236862042146
87.8,14.542510094029424
124.49,-8.916801987938982
94.54,30.0064154716852
98.01,2.202848554240584
93.0,-7.4726053087333915
97.97,2.7892582824679804
102.43,48.90165361758251
102.02,49.04811204346846
106.61,15.11657938682675
117.92,-10.674737429871595
98.8,-11.599612510977247
87.67,10.55427461185247
88.18,24.21918497136731
93.34,-4.06824066777214
83.26,50.60907345991834
108.25,50.51270997578467
95.02,42.780690720995636
96.89,34.30567382469095
99.98,4.842957228440897
86.03,-8.193840533882435
91.39,11.269445535316304
106.75,15.96475992213007
106.19,3.125558342624573
95.57,49.06254463664104
118.11,-9.115278716925104
86.94,-7.332357390159025
96.55,42.97883142127266
97.69,11.07834457202209
72.07,25.689259419933517
119.38,19.854114490147712
103.66,21.43299577201337
89.55,51.466745192892176
120.51,48.30779032603072
105.86,-1.5625895007219985
104.3,1.494174445770978
93.93,10.090027587041
101.06,34.383367403841085
84.74,22.968644475361376
107.95,46.97022325919743
96.26,44.876397499813926
101.34,40.86045666507976
112.02,-6.791314529626916
102.85,43.36309205203194
102.62,44.935135257215876
102.76,43.51766100489925
92.67,-10.639256318287497
108.36,49.760509955111054
115.43,42.598206137697645
107.59,41.359849117120646
108.85,47.58082666624282
91.23,15.503342941306478
91.32,15.068276609603956
85.59,-1.1663043396283754
112.32,-0.10217285844851798
97.46,17.407644435545212
114.0,44.531901854779974
92.18,-7.490258187855815
95.62,48.95062931462195
100.95,31.70981591330234
109.21,40.64478991799297
100.61,22.188061257766353
102.11,52.038964879487665
100.17,8.07809753787502
101.77,47.7468398324617
88.84,45.118006480345166
100.81,29.01055959277009
98.13,-2.4599159935037465
99.43,-6.695161115982941
104.92,-8.679339268336564
93.19,-8.713669272814961
99.15,-10.322099845862892
97.03,30.70644328966808
104.17,6.176025385141807
107.85,47.18902432892232
90.45,38.70805382748484
105.86,-3.852589500721998
120.66,49.064925158341076
85.29,5.408653683140824
91.7,2.0044757382548606
91.19,17.986693888899573
97.21,23.481564213178995
116.23,20.952305958352124
100.13,6.985639356718349
93.05,-8.762582487857284
106.22,3.4359532988348445
94.0,13.739814443236543
111.23,-11.108781799129675
103.05,36.97500163856277
113.89,41.77289677973846
93.39,-3.669956878890679
130.31,-9.57340362695897
108.25,48.132709975784664
106.55,12.396783689555125
99.49,-5.888214697002997
92.74,-10.389460657979427
91.32,14.628276609603956
98.64,-10.180062358844332
92.03,-3.226128448021881
102.83,42.06360681942415
91.74,2.667243835991719
106.21,2.3540807313458036
109.56,32.5675595040231
92.94,-8.67110628530851
111.93,-9.51108737600791
97.62,12.878045056561316
111.55,-10.58160664740253
104.38,-0.06170840480747386
111.22,-9.838200131312407
90.03,48.694703192417556
98.93,-10.276121361151159
114.51,51.67945729065708
93.82,6.777028764601056
79.63,-8.10471111011965
80.57,-7.207891805376945
74.94,5.948150022937675
78.86,12.790402790068512
95.88,50.69248112158758
112.79,11.923137205548736
95.58,49.41610256491052
103.24,32.45542244798476
98.9,-10.474807704263318
100.09,7.342225613129831
98.32,-3.610849526855121
98.26,-3.444373854312061
104.61,-5.26443464729746
88.24,27.224089785181448
110.1,15.53540204279823
109.2,41.48779958851165
98.05,1.7448144846029185
108.05,48.785050381920634
92.99,-9.617973330894726
94.63,31.525937372161245
101.56,46.70245593109541
98.1,0.06455428202202199
95.51,49.169394340998124
93.28,-5.270669074293261
94.43,26.447016302929544
109.39,35.90931432169148
80.57,-7.147891805376944
103.52,25.02497796616901
97.64,13.165629903575411
107.28,35.20005677368515
105.15,-9.687193508363208
72.17,23.23894275148405
105.85,-6.527724623492078
103.24,33.39542244798476
100.22,12.957688839059298
95.31,45.80988397477306
108.53,49.15969452574703
95.87,50.249681259863145
118.35,-5.13579378354666
105.64,-7.6120373266202925
121.38,47.2601784612045
92.14,-6.247301291572609
82.44,42.02093391112485
107.15,30.721933498830296
108.53,52.60969452574703
100.35,15.520646131914129
84.61,26.797537124686826
95.52,49.76056899294426
106.18,1.578958373215817
98.16,-2.225865733738011
98.84,-10.1100474106728
98.25,-2.636685201236153
90.66,31.761632494793893
94.67,31.978499287753554
85.73,-4.393567101345822
117.68,-9.973725855922368
95.25,45.44139207491717
104.78,-6.834034408503832
89.78,49.6920760023853
107.95,48.72022325919743
81.27,6.0930149551553
109.21,42.35478991799297
99.65,-2.1062761568147454
121.11,50.166806387969494
86.93,-5.569482551016145
100.76,27.5346563271105
103.67,19.338005753085472
112.33,-1.0137074937095927
95.77,51.24402284868149
100.86,30.16546583437462
78.58,19.824728170839748
91.7,3.0244757382548606
104.52,-2.7824949323005708
111.04,-7.730667527819513
97.18,25.979300283760637
120.56,47.73442836841375
117.6,-8.12169334237003
99.39,-7.485598494247187
75.86,32.588941823890615
82.22,36.044272764663084
92.22,-7.560324390254954
111.16,-11.523983747432343
103.1,37.00439677628731
79.06,3.290294842682605
97.71,10.967547702144463
116.13,22.355743412342274
96.25,46.245320894505035
92.5,-9.533568562315073
120.55,46.586691663496076
100.53,19.520570100928673
95.21,45.22412111126545
103.5,25.846926052139732
100.17,9.968097537875021
95.71,50.28039835706921
112.08,-6.776670420605692
111.16,-6.553983747432342
108.41,49.88042845059476
98.97,-8.698525997802083
111.47,-10.901263593435079
99.5,-5.0027580643903775
104.67,-4.55263440947488
110.34,7.51644861538091
108.09,49.54293928069199
117.9,-9.61580200354611
104.51,-1.9594749386515382
83.16,50.170439059859376
88.4,33.16423764327281
113.5,31.56206846399122
96.69,38.46399189826687
103.87,14.997056060007546
91.49,8.01900643995255
110.01,19.72596951819645
96.15,49.44018774038813
114.58,49.49162648252012
94.68,32.616085028225456
111.18,-8.976890439161853
106.74,16.87049011675718
92.78,-9.838303298363417
110.99,-6.694227289899487
90.98,25.468496320503856
91.78,1.8289084904081716
107.22,31.161389354281336
93.75,5.416988685009946
94.06,14.076321104632271
96.56,40.93398119309033
90.0,48.19689823981701
110.45,6.4814767055231135
106.09,0.7237760773404677
99.31,-9.112630493395585
98.92,-9.405397197460097
104.5,-2.6641890163911794
117.65,-9.171769664653292
108.71,50.712826557977436
94.92,39.133107816082614
107.77,43.4925306873694
98.81,-10.476749047113358
98.01,2.902848554240584
118.66,1.0968274153454918
95.81,49.36887842042565
